Used,Type,Name,PV,Tag,Desc
,Bool,GV15_Closed_Switch,BL:$(xx)$(yy):GV15_CLOSED_SWITCH,GV15.Fault.Closed_Switch,1155 GV15 Closed Switch
,Bool,GV15_Fail_to_Close,BL:$(xx)$(yy):GV15_FAIL_TO_CLOSE,GV15.Fault.Fail_to_Close,1156 GV15 Fail to Close
,Bool,GV15_Fully_Close,BL:$(xx)$(yy):GV15_FULLY_CLOSE,GV15.Fault.Fully_Close,1157 GV15 Fail To Fully Close
,Bool,GV15_Beam_Exposure,BL:$(xx)$(yy):GV15_BEAM_EXPOSURE,GV15.Fault.Beam_Exposure,1158 GV15 Beam Exposure
,Bool,GV15_No_Switch,BL:$(xx)$(yy):GV15_NO_SWITCH,GV15.Fault.No_Switch,1159 GV15 No Switch
,Bool,GV16_Faulted,BL:$(xx)$(yy):GV16_FAULTED,GV16.Faulted,GV16_Faulted
,Bool,GV16_Both_Switch,BL:$(xx)$(yy):GV16_BOTH_SWITCH,GV16.Fault.Both_Switch,1161 GV16 Both Switch
,Bool,GV16_Opened_Switch,BL:$(xx)$(yy):GV16_OPENED_SWITCH,GV16.Fault.Opened_Switch,1162 GV16 Opened Switch
,Bool,GV16_Fail_to_Open,BL:$(xx)$(yy):GV16_FAIL_TO_OPEN,GV16.Fault.Fail_to_Open,1163 GV16 Fail to Open
,Bool,GV16_Fully_Open,BL:$(xx)$(yy):GV16_FULLY_OPEN,GV16.Fault.Fully_Open,1164 GV16 Fail To Fully Open
,Bool,GV16_Closed_Switch,BL:$(xx)$(yy):GV16_CLOSED_SWITCH,GV16.Fault.Closed_Switch,1165 GV16 Closed Switch
,Bool,GV16_Fail_to_Close,BL:$(xx)$(yy):GV16_FAIL_TO_CLOSE,GV16.Fault.Fail_to_Close,1166 GV16 Fail to Close
,Bool,GV16_Fully_Close,BL:$(xx)$(yy):GV16_FULLY_CLOSE,GV16.Fault.Fully_Close,1167 GV16 Fail To Fully Close
,Bool,GV16_Beam_Exposure,BL:$(xx)$(yy):GV16_BEAM_EXPOSURE,GV16.Fault.Beam_Exposure,1168 GV16 Beam Exposure
,Bool,GV16_No_Switch,BL:$(xx)$(yy):GV16_NO_SWITCH,GV16.Fault.No_Switch,1169 GV16 No Switch
,Bool,GV17_Faulted,BL:$(xx)$(yy):GV17_FAULTED,GV17.Faulted,GV17_Faulted
,Bool,GV17_Both_Switch,BL:$(xx)$(yy):GV17_BOTH_SWITCH,GV17.Fault.Both_Switch,1171 GV17 Both Switch
,Bool,GV17_Opened_Switch,BL:$(xx)$(yy):GV17_OPENED_SWITCH,GV17.Fault.Opened_Switch,1172 GV17 Opened Switch
,Bool,GV17_Fail_to_Open,BL:$(xx)$(yy):GV17_FAIL_TO_OPEN,GV17.Fault.Fail_to_Open,1173 GV17 Fail to Open
,Bool,GV17_Fully_Open,BL:$(xx)$(yy):GV17_FULLY_OPEN,GV17.Fault.Fully_Open,1174 GV17 Fail To Fully Open
,Bool,GV17_Closed_Switch,BL:$(xx)$(yy):GV17_CLOSED_SWITCH,GV17.Fault.Closed_Switch,1175 GV17 Closed Switch
,Bool,GV17_Fail_to_Close,BL:$(xx)$(yy):GV17_FAIL_TO_CLOSE,GV17.Fault.Fail_to_Close,1176 GV17 Fail to Close
,Bool,GV17_Fully_Close,BL:$(xx)$(yy):GV17_FULLY_CLOSE,GV17.Fault.Fully_Close,1177 GV17 Fail To Fully Close
,Bool,GV17_Beam_Exposure,BL:$(xx)$(yy):GV17_BEAM_EXPOSURE,GV17.Fault.Beam_Exposure,1178 GV17 Beam Exposure
,Bool,GV17_No_Switch,BL:$(xx)$(yy):GV17_NO_SWITCH,GV17.Fault.No_Switch,1179 GV17 No Switch
,Bool,GV18_Faulted,BL:$(xx)$(yy):GV18_FAULTED,GV18.Faulted,GV18_Faulted
,Bool,GV18_Both_Switch,BL:$(xx)$(yy):GV18_BOTH_SWITCH,GV18.Fault.Both_Switch,1181 GV18 Both Switch
,Bool,GV18_Opened_Switch,BL:$(xx)$(yy):GV18_OPENED_SWITCH,GV18.Fault.Opened_Switch,1182 GV18 Opened Switch
,Bool,GV18_Fail_to_Open,BL:$(xx)$(yy):GV18_FAIL_TO_OPEN,GV18.Fault.Fail_to_Open,1183 GV18 Fail to Open
,Bool,GV18_Fully_Open,BL:$(xx)$(yy):GV18_FULLY_OPEN,GV18.Fault.Fully_Open,1184 GV18 Fail To Fully Open
,Bool,GV18_Closed_Switch,BL:$(xx)$(yy):GV18_CLOSED_SWITCH,GV18.Fault.Closed_Switch,1185 GV18 Closed Switch
,Bool,GV18_Fail_to_Close,BL:$(xx)$(yy):GV18_FAIL_TO_CLOSE,GV18.Fault.Fail_to_Close,1186 GV18 Fail to Close
,Bool,GV18_Fully_Close,BL:$(xx)$(yy):GV18_FULLY_CLOSE,GV18.Fault.Fully_Close,1187 GV18 Fail To Fully Close
,Bool,GV18_Beam_Exposure,BL:$(xx)$(yy):GV18_BEAM_EXPOSURE,GV18.Fault.Beam_Exposure,1188 GV18 Beam Exposure
,Bool,GV18_No_Switch,BL:$(xx)$(yy):GV18_NO_SWITCH,GV18.Fault.No_Switch,1189 GV18 No Switch
,Bool,GV19_Faulted,BL:$(xx)$(yy):GV19_FAULTED,GV19.Faulted,GV19_Faulted
,Bool,GV19_Both_Switch,BL:$(xx)$(yy):GV19_BOTH_SWITCH,GV19.Fault.Both_Switch,1191 GV19 Both Switch
,Bool,GV19_Opened_Switch,BL:$(xx)$(yy):GV19_OPENED_SWITCH,GV19.Fault.Opened_Switch,1192 GV19 Opened Switch
,Bool,GV19_Fail_to_Open,BL:$(xx)$(yy):GV19_FAIL_TO_OPEN,GV19.Fault.Fail_to_Open,1193 GV19 Fail to Open
,Bool,GV19_Fully_Open,BL:$(xx)$(yy):GV19_FULLY_OPEN,GV19.Fault.Fully_Open,1194 GV19 Fail To Fully Open
,Bool,GV19_Closed_Switch,BL:$(xx)$(yy):GV19_CLOSED_SWITCH,GV19.Fault.Closed_Switch,1195 GV19 Closed Switch
,Bool,GV19_Fail_to_Close,BL:$(xx)$(yy):GV19_FAIL_TO_CLOSE,GV19.Fault.Fail_to_Close,1196 GV19 Fail to Close
,Bool,GV19_Fully_Close,BL:$(xx)$(yy):GV19_FULLY_CLOSE,GV19.Fault.Fully_Close,1197 GV19 Fail To Fully Close
,Bool,GV19_Beam_Exposure,BL:$(xx)$(yy):GV19_BEAM_EXPOSURE,GV19.Fault.Beam_Exposure,1198 GV19 Beam Exposure
,Bool,GV19_No_Switch,BL:$(xx)$(yy):GV19_NO_SWITCH,GV19.Fault.No_Switch,1199 GV19 No Switch
,Bool,GV20_Faulted,BL:$(xx)$(yy):GV20_FAULTED,GV20.Faulted,GV20_Faulted
,Bool,GV20_Both_Switch,BL:$(xx)$(yy):GV20_BOTH_SWITCH,GV20.Fault.Both_Switch,1201 GV20 Both Switch
,Bool,GV20_Opened_Switch,BL:$(xx)$(yy):GV20_OPENED_SWITCH,GV20.Fault.Opened_Switch,1202 GV20 Opened Switch
,Bool,GV20_Fail_to_Open,BL:$(xx)$(yy):GV20_FAIL_TO_OPEN,GV20.Fault.Fail_to_Open,1203 GV20 Fail to Open
,Bool,GV20_Fully_Open,BL:$(xx)$(yy):GV20_FULLY_OPEN,GV20.Fault.Fully_Open,1204 GV20 Fail To Fully Open
,Bool,GV20_Closed_Switch,BL:$(xx)$(yy):GV20_CLOSED_SWITCH,GV20.Fault.Closed_Switch,1205 GV20 Closed Switch
,Bool,GV20_Fail_to_Close,BL:$(xx)$(yy):GV20_FAIL_TO_CLOSE,GV20.Fault.Fail_to_Close,1206 GV20 Fail to Close
,Bool,GV20_Fully_Close,BL:$(xx)$(yy):GV20_FULLY_CLOSE,GV20.Fault.Fully_Close,1207 GV20 Fail To Fully Close
,Bool,GV20_Beam_Exposure,BL:$(xx)$(yy):GV20_BEAM_EXPOSURE,GV20.Fault.Beam_Exposure,1208 GV20 Beam Exposure
,Bool,GV20_No_Switch,BL:$(xx)$(yy):GV20_NO_SWITCH,GV20.Fault.No_Switch,1209 GV20 No Switch
,Bool,GV21_Faulted,BL:$(xx)$(yy):GV21_FAULTED,GV21.Faulted,GV21_Faulted
,Bool,GV21_Both_Switch,BL:$(xx)$(yy):GV21_BOTH_SWITCH,GV21.Fault.Both_Switch,1211 GV21 Both Switch
,Bool,GV21_Opened_Switch,BL:$(xx)$(yy):GV21_OPENED_SWITCH,GV21.Fault.Opened_Switch,1212 GV21 Opened Switch
,Bool,GV21_Fail_to_Open,BL:$(xx)$(yy):GV21_FAIL_TO_OPEN,GV21.Fault.Fail_to_Open,1213 GV21 Fail to Open
,Bool,GV21_Fully_Open,BL:$(xx)$(yy):GV21_FULLY_OPEN,GV21.Fault.Fully_Open,1214 GV21 Fail To Fully Open
,Bool,GV21_Closed_Switch,BL:$(xx)$(yy):GV21_CLOSED_SWITCH,GV21.Fault.Closed_Switch,1215 GV21 Closed Switch
,Bool,GV21_Fail_to_Close,BL:$(xx)$(yy):GV21_FAIL_TO_CLOSE,GV21.Fault.Fail_to_Close,1216 GV21 Fail to Close
,Bool,GV21_Fully_Close,BL:$(xx)$(yy):GV21_FULLY_CLOSE,GV21.Fault.Fully_Close,1217 GV21 Fail To Fully Close
,Bool,GV21_Beam_Exposure,BL:$(xx)$(yy):GV21_BEAM_EXPOSURE,GV21.Fault.Beam_Exposure,1218 GV21 Beam Exposure
,Bool,GV21_No_Switch,BL:$(xx)$(yy):GV21_NO_SWITCH,GV21.Fault.No_Switch,1219 GV21 No Switch
,Bool,GV22_Faulted,BL:$(xx)$(yy):GV22_FAULTED,GV22.Faulted,GV22_Faulted
,Bool,GV22_Both_Switch,BL:$(xx)$(yy):GV22_BOTH_SWITCH,GV22.Fault.Both_Switch,1221 GV22 Both Switch
,Bool,GV22_Opened_Switch,BL:$(xx)$(yy):GV22_OPENED_SWITCH,GV22.Fault.Opened_Switch,1222 GV22 Opened Switch
,Bool,GV22_Fail_to_Open,BL:$(xx)$(yy):GV22_FAIL_TO_OPEN,GV22.Fault.Fail_to_Open,1223 GV22 Fail to Open
,Bool,GV22_Fully_Open,BL:$(xx)$(yy):GV22_FULLY_OPEN,GV22.Fault.Fully_Open,1224 GV22 Fail To Fully Open
,Bool,GV22_Closed_Switch,BL:$(xx)$(yy):GV22_CLOSED_SWITCH,GV22.Fault.Closed_Switch,1225 GV22 Closed Switch
,Bool,GV22_Fail_to_Close,BL:$(xx)$(yy):GV22_FAIL_TO_CLOSE,GV22.Fault.Fail_to_Close,1226 GV22 Fail to Close
,Bool,GV22_Fully_Close,BL:$(xx)$(yy):GV22_FULLY_CLOSE,GV22.Fault.Fully_Close,1227 GV22 Fail To Fully Close
,Bool,GV22_Beam_Exposure,BL:$(xx)$(yy):GV22_BEAM_EXPOSURE,GV22.Fault.Beam_Exposure,1228 GV22 Beam Exposure
,Bool,GV22_No_Switch,BL:$(xx)$(yy):GV22_NO_SWITCH,GV22.Fault.No_Switch,1229 GV22 No Switch
,Bool,GV23_Faulted,BL:$(xx)$(yy):GV23_FAULTED,GV23.Faulted,GV23_Faulted
,Bool,GV23_Both_Switch,BL:$(xx)$(yy):GV23_BOTH_SWITCH,GV23.Fault.Both_Switch,1231 GV23 Both Switch
,Bool,GV23_Opened_Switch,BL:$(xx)$(yy):GV23_OPENED_SWITCH,GV23.Fault.Opened_Switch,1232 GV23 Opened Switch
,Bool,GV23_Fail_to_Open,BL:$(xx)$(yy):GV23_FAIL_TO_OPEN,GV23.Fault.Fail_to_Open,1233 GV23 Fail to Open
,Bool,GV23_Fully_Open,BL:$(xx)$(yy):GV23_FULLY_OPEN,GV23.Fault.Fully_Open,1234 GV23 Fail To Fully Open
,Bool,GV23_Closed_Switch,BL:$(xx)$(yy):GV23_CLOSED_SWITCH,GV23.Fault.Closed_Switch,1235 GV23 Closed Switch
,Bool,GV23_Fail_to_Close,BL:$(xx)$(yy):GV23_FAIL_TO_CLOSE,GV23.Fault.Fail_to_Close,1236 GV23 Fail to Close
,Bool,GV23_Fully_Close,BL:$(xx)$(yy):GV23_FULLY_CLOSE,GV23.Fault.Fully_Close,1237 GV23 Fail To Fully Close
,Bool,GV23_Beam_Exposure,BL:$(xx)$(yy):GV23_BEAM_EXPOSURE,GV23.Fault.Beam_Exposure,1238 GV23 Beam Exposure
,Bool,GV23_No_Switch,BL:$(xx)$(yy):GV23_NO_SWITCH,GV23.Fault.No_Switch,1239 GV23 No Switch
,Bool,GV24_Faulted,BL:$(xx)$(yy):GV24_FAULTED,GV24.Faulted,GV24_Faulted
,Bool,GV24_Both_Switch,BL:$(xx)$(yy):GV24_BOTH_SWITCH,GV24.Fault.Both_Switch,1241 GV24 Both Switch
,Bool,GV24_Opened_Switch,BL:$(xx)$(yy):GV24_OPENED_SWITCH,GV24.Fault.Opened_Switch,1242 GV24 Opened Switch
,Bool,GV24_Fail_to_Open,BL:$(xx)$(yy):GV24_FAIL_TO_OPEN,GV24.Fault.Fail_to_Open,1243 GV24 Fail to Open
,Bool,GV24_Fully_Open,BL:$(xx)$(yy):GV24_FULLY_OPEN,GV24.Fault.Fully_Open,1244 GV24 Fail To Fully Open
,Bool,GV24_Closed_Switch,BL:$(xx)$(yy):GV24_CLOSED_SWITCH,GV24.Fault.Closed_Switch,1245 GV24 Closed Switch
,Bool,GV24_Fail_to_Close,BL:$(xx)$(yy):GV24_FAIL_TO_CLOSE,GV24.Fault.Fail_to_Close,1246 GV24 Fail to Close
,Bool,GV24_Fully_Close,BL:$(xx)$(yy):GV24_FULLY_CLOSE,GV24.Fault.Fully_Close,1247 GV24 Fail To Fully Close
,Bool,GV24_Beam_Exposure,BL:$(xx)$(yy):GV24_BEAM_EXPOSURE,GV24.Fault.Beam_Exposure,1248 GV24 Beam Exposure
,Bool,GV24_No_Switch,BL:$(xx)$(yy):GV24_NO_SWITCH,GV24.Fault.No_Switch,1249 GV24 No Switch
,Bool,GV25_Faulted,BL:$(xx)$(yy):GV25_FAULTED,GV25.Faulted,GV25_Faulted
,Bool,GV25_Both_Switch,BL:$(xx)$(yy):GV25_BOTH_SWITCH,GV25.Fault.Both_Switch,1251 GV25 Both Switch
,Bool,GV25_Opened_Switch,BL:$(xx)$(yy):GV25_OPENED_SWITCH,GV25.Fault.Opened_Switch,1252 GV25 Opened Switch
,Bool,GV25_Fail_to_Open,BL:$(xx)$(yy):GV25_FAIL_TO_OPEN,GV25.Fault.Fail_to_Open,1253 GV25 Fail to Open
,Bool,GV25_Fully_Open,BL:$(xx)$(yy):GV25_FULLY_OPEN,GV25.Fault.Fully_Open,1254 GV25 Fail To Fully Open
,Bool,GV25_Closed_Switch,BL:$(xx)$(yy):GV25_CLOSED_SWITCH,GV25.Fault.Closed_Switch,1255 GV25 Closed Switch
,Bool,GV25_Fail_to_Close,BL:$(xx)$(yy):GV25_FAIL_TO_CLOSE,GV25.Fault.Fail_to_Close,1256 GV25 Fail to Close
,Bool,GV25_Fully_Close,BL:$(xx)$(yy):GV25_FULLY_CLOSE,GV25.Fault.Fully_Close,1257 GV25 Fail To Fully Close
,Bool,GV25_Beam_Exposure,BL:$(xx)$(yy):GV25_BEAM_EXPOSURE,GV25.Fault.Beam_Exposure,1258 GV25 Beam Exposure
,Bool,GV25_No_Switch,BL:$(xx)$(yy):GV25_NO_SWITCH,GV25.Fault.No_Switch,1259 GV25 No Switch
,Bool,GV26_Faulted,BL:$(xx)$(yy):GV26_FAULTED,GV26.Faulted,GV26_Faulted
,Bool,GV26_Both_Switch,BL:$(xx)$(yy):GV26_BOTH_SWITCH,GV26.Fault.Both_Switch,1261 GV26 Both Switch
,Bool,GV26_Opened_Switch,BL:$(xx)$(yy):GV26_OPENED_SWITCH,GV26.Fault.Opened_Switch,1262 GV26 Opened Switch
,Bool,GV26_Fail_to_Open,BL:$(xx)$(yy):GV26_FAIL_TO_OPEN,GV26.Fault.Fail_to_Open,1263 GV26 Fail to Open
,Bool,GV26_Fully_Open,BL:$(xx)$(yy):GV26_FULLY_OPEN,GV26.Fault.Fully_Open,1264 GV26 Fail To Fully Open
,Bool,GV26_Closed_Switch,BL:$(xx)$(yy):GV26_CLOSED_SWITCH,GV26.Fault.Closed_Switch,1265 GV26 Closed Switch
,Bool,GV26_Fail_to_Close,BL:$(xx)$(yy):GV26_FAIL_TO_CLOSE,GV26.Fault.Fail_to_Close,1266 GV26 Fail to Close
,Bool,GV26_Fully_Close,BL:$(xx)$(yy):GV26_FULLY_CLOSE,GV26.Fault.Fully_Close,1267 GV26 Fail To Fully Close
,Bool,GV26_Beam_Exposure,BL:$(xx)$(yy):GV26_BEAM_EXPOSURE,GV26.Fault.Beam_Exposure,1268 GV26 Beam Exposure
,Bool,GV26_No_Switch,BL:$(xx)$(yy):GV26_NO_SWITCH,GV26.Fault.No_Switch,1269 GV26 No Switch
,Bool,GV27_Faulted,BL:$(xx)$(yy):GV27_FAULTED,GV27.Faulted,GV27_Faulted
,Bool,GV27_Both_Switch,BL:$(xx)$(yy):GV27_BOTH_SWITCH,GV27.Fault.Both_Switch,1271 GV27 Both Switch
,Bool,GV27_Opened_Switch,BL:$(xx)$(yy):GV27_OPENED_SWITCH,GV27.Fault.Opened_Switch,1272 GV27 Opened Switch
,Bool,GV27_Fail_to_Open,BL:$(xx)$(yy):GV27_FAIL_TO_OPEN,GV27.Fault.Fail_to_Open,1273 GV27 Fail to Open
,Bool,GV27_Fully_Open,BL:$(xx)$(yy):GV27_FULLY_OPEN,GV27.Fault.Fully_Open,1274 GV27 Fail To Fully Open
,Bool,GV27_Closed_Switch,BL:$(xx)$(yy):GV27_CLOSED_SWITCH,GV27.Fault.Closed_Switch,1275 GV27 Closed Switch
,Bool,GV27_Fail_to_Close,BL:$(xx)$(yy):GV27_FAIL_TO_CLOSE,GV27.Fault.Fail_to_Close,1276 GV27 Fail to Close
,Bool,GV27_Fully_Close,BL:$(xx)$(yy):GV27_FULLY_CLOSE,GV27.Fault.Fully_Close,1277 GV27 Fail To Fully Close
,Bool,GV27_Beam_Exposure,BL:$(xx)$(yy):GV27_BEAM_EXPOSURE,GV27.Fault.Beam_Exposure,1278 GV27 Beam Exposure
,Bool,GV27_No_Switch,BL:$(xx)$(yy):GV27_NO_SWITCH,GV27.Fault.No_Switch,1279 GV27 No Switch
,Bool,GV28_Faulted,BL:$(xx)$(yy):GV28_FAULTED,GV28.Faulted,GV28_Faulted
,Bool,GV28_Both_Switch,BL:$(xx)$(yy):GV28_BOTH_SWITCH,GV28.Fault.Both_Switch,1281 GV28 Both Switch
,Bool,GV28_Opened_Switch,BL:$(xx)$(yy):GV28_OPENED_SWITCH,GV28.Fault.Opened_Switch,1282 GV28 Opened Switch
,Bool,GV28_Fail_to_Open,BL:$(xx)$(yy):GV28_FAIL_TO_OPEN,GV28.Fault.Fail_to_Open,1283 GV28 Fail to Open
,Bool,GV28_Fully_Open,BL:$(xx)$(yy):GV28_FULLY_OPEN,GV28.Fault.Fully_Open,1284 GV28 Fail To Fully Open
,Bool,GV28_Closed_Switch,BL:$(xx)$(yy):GV28_CLOSED_SWITCH,GV28.Fault.Closed_Switch,1285 GV28 Closed Switch
,Bool,GV28_Fail_to_Close,BL:$(xx)$(yy):GV28_FAIL_TO_CLOSE,GV28.Fault.Fail_to_Close,1286 GV28 Fail to Close
,Bool,GV28_Fully_Close,BL:$(xx)$(yy):GV28_FULLY_CLOSE,GV28.Fault.Fully_Close,1287 GV28 Fail To Fully Close
,Bool,GV28_Beam_Exposure,BL:$(xx)$(yy):GV28_BEAM_EXPOSURE,GV28.Fault.Beam_Exposure,1288 GV28 Beam Exposure
,Bool,GV28_No_Switch,BL:$(xx)$(yy):GV28_NO_SWITCH,GV28.Fault.No_Switch,1289 GV28 No Switch
,Bool,GV29_Faulted,BL:$(xx)$(yy):GV29_FAULTED,GV29.Faulted,GV29_Faulted
,Bool,GV29_Both_Switch,BL:$(xx)$(yy):GV29_BOTH_SWITCH,GV29.Fault.Both_Switch,1291 GV29 Both Switch
,Bool,GV29_Opened_Switch,BL:$(xx)$(yy):GV29_OPENED_SWITCH,GV29.Fault.Opened_Switch,1292 GV29 Opened Switch
,Bool,GV29_Fail_to_Open,BL:$(xx)$(yy):GV29_FAIL_TO_OPEN,GV29.Fault.Fail_to_Open,1293 GV29 Fail to Open
,Bool,GV29_Fully_Open,BL:$(xx)$(yy):GV29_FULLY_OPEN,GV29.Fault.Fully_Open,1294 GV29 Fail To Fully Open
,Bool,GV29_Closed_Switch,BL:$(xx)$(yy):GV29_CLOSED_SWITCH,GV29.Fault.Closed_Switch,1295 GV29 Closed Switch
,Bool,GV29_Fail_to_Close,BL:$(xx)$(yy):GV29_FAIL_TO_CLOSE,GV29.Fault.Fail_to_Close,1296 GV29 Fail to Close
,Bool,GV29_Fully_Close,BL:$(xx)$(yy):GV29_FULLY_CLOSE,GV29.Fault.Fully_Close,1297 GV29 Fail To Fully Close
,Bool,GV29_Beam_Exposure,BL:$(xx)$(yy):GV29_BEAM_EXPOSURE,GV29.Fault.Beam_Exposure,1298 GV29 Beam Exposure
,Bool,GV29_No_Switch,BL:$(xx)$(yy):GV29_NO_SWITCH,GV29.Fault.No_Switch,1299 GV29 No Switch
,Bool,GV30_Faulted,BL:$(xx)$(yy):GV30_FAULTED,GV30.Faulted,GV30_Faulted
,Bool,GV30_Both_Switch,BL:$(xx)$(yy):GV30_BOTH_SWITCH,GV30.Fault.Both_Switch,1301 GV30 Both Switch
,Bool,GV30_Opened_Switch,BL:$(xx)$(yy):GV30_OPENED_SWITCH,GV30.Fault.Opened_Switch,1302 GV30 Opened Switch
,Bool,GV30_Fail_to_Open,BL:$(xx)$(yy):GV30_FAIL_TO_OPEN,GV30.Fault.Fail_to_Open,1303 GV30 Fail to Open
,Bool,GV30_Fully_Open,BL:$(xx)$(yy):GV30_FULLY_OPEN,GV30.Fault.Fully_Open,1304 GV30 Fail To Fully Open
,Bool,GV30_Closed_Switch,BL:$(xx)$(yy):GV30_CLOSED_SWITCH,GV30.Fault.Closed_Switch,1305 GV30 Closed Switch
,Bool,GV30_Fail_to_Close,BL:$(xx)$(yy):GV30_FAIL_TO_CLOSE,GV30.Fault.Fail_to_Close,1306 GV30 Fail to Close
,Bool,GV30_Fully_Close,BL:$(xx)$(yy):GV30_FULLY_CLOSE,GV30.Fault.Fully_Close,1307 GV30 Fail To Fully Close
,Bool,GV30_Beam_Exposure,BL:$(xx)$(yy):GV30_BEAM_EXPOSURE,GV30.Fault.Beam_Exposure,1308 GV30 Beam Exposure
,Bool,GV30_No_Switch,BL:$(xx)$(yy):GV30_NO_SWITCH,GV30.Fault.No_Switch,1309 GV30 No Switch
